n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,19.88,63.3,45.0,0.5,2026-09-18 09:20,2026-09-18 17:00,0.57178,0.57242,-7.1,-1280.07,139.16,99.17,0.0,-1419.23,session flatten,98580.77
2,SELL,18.1,60.1,45.0,0.4,2026-09-23 08:30,2026-09-25 17:00,0.57004,0.56681,31.7,5854.88,126.7,86.33,4.34,5732.52,session flatten,104313.29
