n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,BUY,1.99,63.5,45.0,0.5,2026-08-28 15:00,2026-08-28 17:00,0.80742,0.80923,21.6,444.49,13.93,11.88,0.0,430.56,session flatten,100430.56
2,SELL,2.08,72.2,45.0,0.5,2026-09-03 14:10,2026-09-03 14:40,0.80774,0.80944,-21.7,-436.93,14.56,12.89,0.0,-451.49,ATR stop,99979.07
3,SELL,2.29,64.2,45.0,0.6,2026-09-09 14:35,2026-09-09 15:00,0.80763,0.80952,-24.1,-536.13,16.03,18.39,0.0,-552.16,ATR stop,99426.91
