n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,8.14,63.2,45.0,0.5,2026-09-10 13:40,2026-09-10 14:35,1.16221,1.16228,-1.4,-58.74,56.98,42.46,0.0,-115.72,ATR stop,99884.28
2,SELL,6.37,59.7,45.0,0.4,2026-09-11 13:05,2026-09-11 14:45,1.15924,1.15878,3.9,290.88,44.59,40.36,0.0,246.29,trail stop,100130.56
3,SELL,2.77,65.2,45.0,0.5,2026-09-14 08:00,2026-09-14 08:40,1.15656,1.15599,5.0,158.94,19.39,15.57,0.0,139.55,trail stop,100270.11
4,SELL,2.77,68.5,44.9,0.6,2026-09-14 09:20,2026-09-14 11:25,1.15533,1.15437,8.9,265.6,19.39,14.17,0.0,246.21,trail stop,100516.33
5,SELL,2.77,70.9,41.7,0.667,2026-09-15 08:35,2026-09-15 08:55,1.15287,1.15348,-6.8,-169.7,19.39,14.58,0.0,-189.09,ATR stop,100327.24
6,BUY,2.77,67.5,45.4,0.571,2026-09-16 08:50,2026-09-16 09:50,1.15471,1.15469,-0.9,-5.11,19.39,14.81,0.0,-24.5,ATR stop,100302.74
7,SELL,2.77,67.3,46.2,0.5,2026-09-16 13:30,2026-09-16 15:40,1.15386,1.15384,-0.5,5.49,19.39,13.9,0.0,-13.9,chop scratch,100288.83
8,BUY,2.77,62.9,47.4,0.5,2026-09-17 09:55,2026-09-17 13:15,1.14743,1.14734,-1.6,-24.02,19.39,14.32,0.0,-43.41,ATR stop,100245.42
