n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,10.06,65.8,45.0,0.5,2026-09-11 08:05,2026-09-11 08:30,0.85859,0.8591,-6.6,-590.02,70.42,63.01,0.0,-660.44,ATR stop,99339.56
2,SELL,4.99,58.9,45.0,0.5,2026-09-11 12:45,2026-09-11 13:35,0.85792,0.8584,-6.3,-279.72,34.93,29.75,0.0,-314.65,chop scratch,99024.91
3,SELL,3.86,52.0,45.0,0.4,2026-09-14 08:05,2026-09-14 09:10,0.85563,0.8562,-7.3,-256.29,27.02,25.89,0.0,-283.31,ATR stop,98741.6
4,BUY,3.81,51.0,48.1,0.333,2026-09-15 08:45,2026-09-15 09:45,0.85605,0.85578,-3.9,-123.74,26.67,20.89,0.0,-150.41,chop scratch,98591.19
5,BUY,4.45,49.5,52.6,0.5,2026-09-16 12:55,2026-09-16 16:25,0.85724,0.85765,4.0,208.49,31.15,24.45,0.0,177.34,trail stop,98768.54
