n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,0.1,62.2,45.0,0.5,2026-08-28 14:40,2026-08-28 14:55,0.71773,0.7189,-12.3,-11.64,0.7,0.44,0.0,-12.34,ATR stop,99987.66
2,SELL,0.1,60.0,45.0,0.5,2026-08-28 15:50,2026-08-28 17:00,0.71686,0.71624,5.4,6.13,0.7,0.47,0.0,5.43,session flatten,99993.09
3,BUY,0.1,65.6,45.0,0.5,2026-09-03 13:25,2026-09-03 13:45,0.72009,0.71917,-9.8,-9.12,0.7,0.47,0.0,-9.82,ATR stop,99983.27
