n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,12.74,63.2,45.0,0.5,2026-09-10 13:40,2026-09-10 14:35,1.16188,1.16228,-4.7,-510.99,89.18,69.67,0.0,-600.17,ATR stop,99399.83
2,SELL,6.44,58.2,45.0,0.4,2026-09-11 13:05,2026-09-11 14:45,1.15862,1.15878,-2.3,-103.77,45.08,46.49,0.0,-148.85,ATR stop,99250.98
3,SELL,8.53,56.4,45.0,0.333,2026-09-14 08:00,2026-09-14 08:35,1.15607,1.1559,1.1,151.15,59.71,46.0,0.0,91.44,trail stop,99342.42
4,SELL,8.86,59.5,46.3,0.429,2026-09-14 09:20,2026-09-14 11:25,1.15469,1.15437,2.5,286.84,62.02,46.58,0.0,224.82,trail stop,99567.24
5,SELL,7.53,60.5,45.6,0.5,2026-09-15 08:35,2026-09-15 08:55,1.15287,1.15348,-6.8,-461.31,52.71,39.63,0.0,-514.02,ATR stop,99053.22
6,SELL,6.43,58.3,46.4,0.444,2026-09-16 13:30,2026-09-16 15:40,1.15354,1.15384,-3.8,-197.26,45.01,32.51,0.0,-242.27,chop scratch,98810.95
