n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,8.25,63.5,45.0,0.5,2026-09-10 13:55,2026-09-10 14:35,1.16225,1.16228,-1.0,-26.78,57.75,43.28,0.0,-84.53,ATR stop,99915.47
2,SELL,6.62,59.3,45.0,0.4,2026-09-14 08:05,2026-09-14 11:25,1.15611,1.15437,16.7,1151.89,46.34,43.02,0.0,1105.55,trail stop,101021.01
3,SELL,12.43,65.7,45.0,0.5,2026-09-15 08:40,2026-09-15 08:55,1.15275,1.15348,-7.9,-899.71,87.01,66.9,0.0,-986.72,ATR stop,100034.29
