n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,8.22,63.2,45.0,0.5,2026-09-10 13:40,2026-09-10 14:35,1.16221,1.16228,-1.4,-59.32,57.54,42.88,0.0,-116.86,ATR stop,99883.14
2,SELL,6.2,59.7,45.0,0.4,2026-09-11 13:05,2026-09-11 14:45,1.15924,1.15878,3.9,283.12,43.4,39.28,0.0,239.72,trail stop,100122.85
3,SELL,12.9,65.2,45.0,0.5,2026-09-14 08:00,2026-09-14 08:40,1.15656,1.15599,5.0,740.19,90.3,72.51,0.0,649.89,trail stop,100772.74
4,SELL,13.42,68.5,44.9,0.6,2026-09-14 09:20,2026-09-14 11:25,1.15533,1.15437,8.9,1286.77,93.94,68.65,0.0,1192.83,trail stop,101965.58
5,SELL,13.41,70.9,41.7,0.667,2026-09-15 08:35,2026-09-15 08:55,1.15287,1.15348,-6.8,-821.53,93.87,70.57,0.0,-915.4,ATR stop,101050.17
6,SELL,13.41,68.7,45.4,0.571,2026-09-16 13:30,2026-09-16 15:40,1.15386,1.15384,-0.5,26.55,93.87,67.32,0.0,-67.32,chop scratch,100982.86
