n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,BUY,4.41,58.7,45.0,0.5,2026-09-10 12:15,2026-09-10 12:55,0.8593,0.85876,-6.9,-275.32,30.87,28.86,0.0,-306.19,chop scratch,99693.81
2,BUY,2.15,53.4,45.0,0.4,2026-09-10 13:35,2026-09-10 16:25,0.8595,0.85913,-5.0,-92.32,15.05,12.0,0.0,-107.37,chop scratch,99586.44
3,BUY,1.77,51.3,45.0,0.333,2026-09-11 12:30,2026-09-11 12:50,0.85818,0.85797,-3.3,-45.14,12.39,12.13,0.0,-57.53,trend flip,99528.91
4,BUY,1.39,42.9,47.7,0.5,2026-09-17 11:00,2026-09-17 11:25,0.85837,0.85815,-3.3,-35.61,9.73,12.61,0.0,-45.34,ATR stop,99483.57
5,BUY,1.2,46.4,52.1,0.4,2026-09-17 12:50,2026-09-17 15:00,0.8585,0.85988,15.4,192.6,8.4,6.94,0.0,184.2,trail stop,99667.77
6,BUY,1.78,62.7,51.1,0.286,2026-09-17 15:05,2026-09-17 18:00,0.86002,0.85936,-8.4,-137.09,12.46,10.56,0.0,-149.55,session flatten,99518.23
7,BUY,1.77,48.3,51.8,0.5,2026-09-18 15:00,2026-09-18 15:20,0.85794,0.85751,-5.6,-86.9,12.39,10.54,0.0,-99.29,trend flip,99418.93
