n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,SELL,13.21,67.7,46.2,0.5,2026-09-14 08:00,2026-09-14 08:40,1.15656,1.15599,5.0,757.98,92.47,74.25,0.0,665.51,trail stop,100665.51
2,SELL,13.51,69.3,45.8,0.556,2026-09-14 09:20,2026-09-14 11:25,1.15533,1.15437,8.9,1295.4,94.57,69.11,0.0,1200.83,trail stop,101866.34
3,SELL,13.5,70.5,45.4,0.6,2026-09-15 08:35,2026-09-15 08:55,1.15287,1.15348,-6.8,-827.05,94.5,71.05,0.0,-921.55,ATR stop,100944.79
4,SELL,13.48,68.8,46.1,0.545,2026-09-16 13:30,2026-09-16 15:40,1.15386,1.15384,-0.5,26.69,94.36,67.67,0.0,-67.67,chop scratch,100877.12
