n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,BUY,4.83,64.4,45.0,0.5,2026-09-02 13:20,2026-09-02 13:35,0.85915,0.85843,-9.0,-402.46,33.81,31.15,0.0,-436.27,ATR stop,99563.73
2,BUY,2.11,55.0,45.0,0.4,2026-09-04 14:50,2026-09-04 15:55,0.85948,0.85917,-4.3,-76.3,14.77,12.46,0.0,-91.07,chop scratch,99472.65
