n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,BUY,6.04,59.9,45.0,0.5,2026-09-10 14:20,2026-09-10 16:25,0.85974,0.85913,-7.7,-422.51,42.28,35.19,0.0,-464.79,chop scratch,99535.21
2,SELL,2.95,60.0,45.0,0.4,2026-09-11 12:35,2026-09-11 13:35,0.85795,0.8584,-6.0,-157.51,20.65,16.59,0.0,-178.16,chop scratch,99357.05
3,BUY,2.25,53.3,45.0,0.333,2026-09-17 11:55,2026-09-17 15:00,0.85825,0.85988,18.4,428.82,15.75,13.1,0.0,413.07,trail stop,99770.12
4,BUY,3.99,65.4,46.2,0.5,2026-09-17 15:05,2026-09-17 18:00,0.86002,0.85936,-8.4,-307.29,27.93,23.66,0.0,-335.22,session flatten,99434.9
