n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,BUY,6.69,63.9,45.0,0.5,2026-09-10 09:50,2026-09-10 10:05,0.81088,0.80996,-12.0,-756.55,46.83,39.7,0.0,-803.38,ATR stop,99196.62
2,BUY,2.43,57.5,45.0,0.4,2026-09-10 12:50,2026-09-10 14:20,0.81313,0.81117,-24.8,-584.9,17.01,15.79,0.0,-601.91,ATR stop,98594.72
3,SELL,5.09,46.8,45.0,0.5,2026-09-14 11:00,2026-09-14 12:20,0.8172,0.81738,-2.9,-110.7,35.63,33.48,0.0,-146.33,ATR stop,98448.39
4,SELL,3.8,44.2,47.8,0.4,2026-09-17 07:05,2026-09-17 07:40,0.82416,0.825,-10.8,-385.09,26.6,25.78,0.0,-411.69,ATR stop,98036.7
5,SELL,1.1,40.2,52.2,0.333,2026-09-17 14:20,2026-09-17 15:20,0.82286,0.82437,-19.0,-201.79,7.7,6.96,0.0,-209.49,ATR stop,97827.2
