n,side,lots,conf,threshold,cal_p,open_time,close_time,entry,exit,pips,gross,commission,slippage,swap,usd,reason,equity
1,BUY,4.01,63.9,45.0,0.5,2026-09-10 09:50,2026-09-10 10:05,0.81088,0.80996,-12.0,-453.47,28.07,23.8,0.0,-481.54,ATR stop,99518.46
2,BUY,0.92,57.5,45.0,0.4,2026-09-10 12:50,2026-09-10 14:20,0.81313,0.81117,-24.8,-221.44,6.44,5.98,0.0,-227.88,ATR stop,99290.57
3,SELL,1.67,46.8,45.0,0.5,2026-09-14 11:00,2026-09-14 12:20,0.8172,0.81738,-2.9,-36.32,11.69,10.99,0.0,-48.01,ATR stop,99242.56
4,SELL,1.26,44.2,47.8,0.4,2026-09-17 07:05,2026-09-17 07:40,0.82416,0.825,-10.8,-127.69,8.82,8.55,0.0,-136.51,ATR stop,99106.05
5,SELL,0.7,40.2,52.2,0.333,2026-09-17 14:20,2026-09-17 15:20,0.82286,0.82437,-19.0,-128.41,4.9,4.43,0.0,-133.31,ATR stop,98972.74
